ageb,POBTOT,x,y,n_denue,lon,lat,dist_hosp_m,dist_salud_m,hosp_caminando_min,hosp_auto_min,salud_caminando_min,salud_auto_min
0233,1933,494367.2115223037,2143066.3254437186,59.0,-99.0536417332901,19.38172585163662,1373.0129319545333,239.4241351389752,18.30683909272711,4.1190387958636006,3.192321801853003,0.7182724054169256
0248,1549,494559.3218642987,2143162.293945068,64.0,-99.05181251785766,19.38259367857423,1094.4099062479147,173.59420034225175,14.592132083305529,3.2832297187437445,2.31458933789669,0.5207826010267553
0252,3188,494708.3166663729,2143411.923732404,68.0,-99.0503943089912,19.384850057599603,783.4444777627513,301.9815674709673,10.445926370170017,2.3503334332882537,4.026420899612898,0.905944702412902
0271,4150,497110.035369779,2143367.534636589,281.0,-99.02752194706744,19.384453798207232,2392.0761837402297,320.23656760411757,31.894349116536397,7.17622855122069,4.2698209013882344,0.9607097028123528
0286,2480,496344.7877319407,2143235.14610298,92.0,-99.03480936072086,19.3832561139006,1455.1372920805159,213.13716673756545,19.401830561073545,4.365411876241548,2.841828889834206,0.6394115002126964
0290,1588,496342.79232313513,2143036.641645171,21.0,-99.034827982065,19.38146216435997,1554.3023390479336,220.98465890870287,20.724031187305783,4.662907017143801,2.946462118782705,0.6629539767261087
0303,1103,496214.235110155,2142998.8089494114,43.0,-99.0360521708226,19.381120020121223,1434.1932653384533,87.01287906193316,19.122576871179376,4.30257979601536,1.1601717208257756,0.2610386371857995
0318,3528,497460.020682443,2143185.567659632,154.0,-99.02418869579616,19.382809780413183,2878.0523209227395,193.1123621448406,38.37403094563653,8.634156962768218,2.5748314952645415,0.5793370864345219
0322,4540,487361.6000138488,2142826.3025882137,244.0,-99.12035535567918,19.37952479204589,598.156622183732,317.5968254366323,7.975421629116426,1.794469866551196,4.234624339155097,0.9527904763098969
0337,5329,487718.3095867716,2142815.763305248,128.0,-99.1169583513682,19.37943176074937,142.72081255912556,35.86286239649893,1.9029441674550076,0.4281624376773767,0.47817149861998576,0.1075885871894968
0356,5122,488394.9246992245,2142717.24136318,403.0,-99.1105143646166,19.37854541656283,767.5385833362567,167.02582248045402,10.233847777816756,2.30261575000877,2.227010966406054,0.5010774674413621
0360,5255,488344.8357670214,2142374.600514054,107.0,-99.11098926042976,19.37544857881948,924.2192605494846,207.0715201802126,12.322923473993129,2.772657781648454,2.7609536024028345,0.6212145605406378
0375,6884,489039.1198034965,2142744.4467314337,241.0,-99.1043799016396,19.378794902143724,1590.3029906491956,199.04365198467536,21.204039875322607,4.770908971947587,2.6539153597956715,0.5971309559540261
038A,5123,489097.8739046776,2142293.8527653413,247.0,-99.10381781041202,19.374723069306576,1813.4033658602204,340.0862268413483,24.17871154480294,5.440210097580661,4.534483024551311,1.020258680524045
0407,6972,492056.5332561652,2142615.315100783,396.0,-99.0756447110904,19.37764211511299,2751.324908878926,460.2384101411863,36.68433211838568,8.253974726636779,6.136512135215818,1.380715230423559
0411,4975,492631.9989957499,2142642.5220208094,409.0,-99.07016472614548,19.37789018803827,2637.8206416221788,83.76031418942661,35.170941888295715,7.913461924866537,1.1168041891923548,0.2512809425682798
0426,8211,492772.5088559375,2142187.76675138,377.0,-99.0688249398936,19.373780934964916,2042.0209957923912,243.906717186641,27.226946610565218,6.126062987377174,3.2520895624885466,0.7317201515599231
0445,3848,496347.0200778965,2142605.208251432,269.0,-99.03478689296894,19.37756317442748,1885.3326914854583,86.8981640618282,25.13776921980611,5.655998074456376,1.1586421874910426,0.2606944921854846
0464,4863,497378.9531662812,2142227.372069338,166.0,-99.02495939782278,19.37415016308315,2816.4458921721853,665.9431482243738,37.552611895629134,8.449337676516556,8.879241976324984,1.9978294446731215
0479,4554,497958.6480758456,2142880.702864253,201.0,-99.01943984765424,19.38005519215579,3107.4492850587358,519.2505320280195,41.432657134116475,9.322347855176208,6.92334042704026,1.5577515960840587
0483,6782,486172.240573989,2142190.1363178124,363.0,-99.131676973043,19.373767727565085,1320.0759773113705,390.73234643492214,17.601013030818272,3.960227931934112,5.2097646191322955,1.1721970393047665
0498,5441,485867.6082000426,2141824.601778082,170.0,-99.1345751640296,19.370462162222573,1576.4835304378742,571.300301550616,21.019780405838322,4.729450591313623,7.617337354008214,1.7139009046518483
0500,6227,486524.7895047127,2142032.556244105,149.0,-99.1283186629924,19.37234602783981,819.163739515938,331.826350963746,10.92218319354584,2.457491218547814,4.42435134618328,0.9954790528912381
0515,7149,486901.1145575961,2141967.976940501,289.0,-99.12473464288522,19.37176489665231,386.3414077933218,172.92712461375635,5.151218770577624,1.1590242233799655,2.3056949948500844,0.5187813738412691
0534,4645,488269.0448131502,2141980.35354541,109.0,-99.11170856985858,19.371885208707635,1277.7192910388783,570.171537481004,17.03625721385171,3.833157873116635,7.602287166413386,1.710514612443012
0553,5795,492056.2619027186,2141788.62049104,421.0,-99.07564384728268,19.37017101854123,1772.5474804040566,212.42224231859518,23.633966405387422,5.31764244121217,2.832296564247936,0.6372667269557856
