ageb,POBTOT,x,y,n_denue,lon,lat,dist_hosp_pub_m,dist_hosp_priv_m,pub_caminando_min,pub_auto_min,priv_caminando_min,hosp_mas_cercano,penaliza_publico_m
1852,5424,489011.5085492373,2137226.140030127,219.0,-99.10461104484862,19.32892403277432,3319.0542186888606,2510.435192508048,44.254056249184806,9.957162656066583,33.47246923344064,Privado,808.6190261808124
1867,11278,489572.2869401693,2136953.221369081,593.0,-99.09927091983008,19.32646055582408,2509.2889218972573,3074.8740759409006,33.457185625296766,7.527866765691773,40.99832101254534,Publico,0.0
1890,5546,491896.5672365921,2136815.7856269064,397.0,-99.07714340796596,19.325229202172427,1058.8980146075135,314.21054737744385,14.118640194766845,3.1766940438225406,4.189473965032585,Privado,744.6874672300696
1918,4953,493150.3562736608,2137146.600958591,247.0,-99.06520872562773,19.3282235571454,1135.9577654879981,1390.9315112694674,15.146103539839975,3.4078732964639946,18.545753483592897,Publico,0.0
1941,4248,489900.6772808317,2136097.7478204938,135.0,-99.09614015403108,19.318731011752558,1893.8566760571682,2279.281174138774,25.25142234742891,5.681570028171505,30.390415655183656,Publico,0.0
1960,3765,491803.9376339268,2136304.7779791583,316.0,-99.07802303462464,19.320610666938144,599.0071462151093,932.4287542685627,7.986761949534791,1.797021438645328,12.432383390247502,Publico,0.0
1975,3499,492189.5432619068,2136446.122693824,75.0,-99.07435281280976,19.321889583506003,765.7869287940827,685.3113141805392,10.210492383921101,2.297360786382248,9.137484189073856,Privado,80.47561461354348
198A,6035,492394.274491757,2136028.5295089465,357.0,-99.07240218239096,19.318116425875424,652.470240377556,592.2020937332582,8.69960320503408,1.9574107211326681,7.896027916443442,Privado,60.26814664429787
1994,13946,492755.3139725351,2136329.5522453478,181.0,-99.06896643484488,19.32083820991781,43.953789592550045,1032.3377974963169,0.5860505279006673,0.13186136877765015,13.764503966617559,Publico,0.0
2047,9950,492939.1338751833,2135741.7875153315,373.0,-99.06721437436622,19.315527017588444,831.0994388724623,624.0491281050266,11.081325851632831,2.493298316617387,8.320655041400356,Privado,207.0503107674357
2051,11206,494332.7517016092,2135710.3298866847,324.0,-99.05394804520576,19.315247128116788,1462.6268529128845,2406.0992254576677,19.501691372171795,4.387880558738654,32.08132300610224,Publico,0.0
2070,4041,491500.592450528,2134756.290913968,329.0,-99.08090386565308,19.30661516050384,1898.1288244058208,488.43469225785054,25.308384325410945,5.694386473217462,6.512462563438008,Privado,1409.6941321479703
2085,5799,491614.5254427836,2134969.951680333,233.0,-99.0798203018351,19.30854657041576,1646.105484394245,552.5994821852211,21.9480731252566,4.938316453182735,7.367993095802947,Privado,1093.5060022090238
209A,3734,492403.3344622721,2135143.149906347,443.0,-99.0723124184253,19.31011495705726,999.8927622730407,581.1149486600882,13.331903496973876,2.9996782868191225,7.748199315467843,Privado,418.7778136129525
2102,3577,492734.08259405295,2135163.008940054,412.0,-99.06916411464776,19.310295650920622,672.2685510856481,633.2197715386068,8.963580681141975,2.0168056532569447,8.442930287181424,Privado,39.04877954704136
2117,3108,492662.92752817663,2134823.712725354,206.0,-99.06984013608545,19.30722904558614,546.7324006392516,1012.6442759294596,7.289765341856689,1.640197201917755,13.50192367905946,Publico,0.0
2121,146,493340.5402974941,2134819.3485054704,111.0,-99.0633900625607,19.30719195855902,341.09271932930363,1488.9961598864113,4.547902924390715,1.0232781579879109,19.85328213181882,Publico,0.0
2140,7841,492109.5719623736,2134522.1845890377,313.0,-99.07510617071728,19.304501930503115,1306.6901583913577,1335.0772970774728,17.422535445218102,3.9200704751740734,17.80103062769964,Publico,0.0
2155,3769,492498.4208971013,2134277.208143548,301.0,-99.07140389792048,19.302289470442403,1000.3042865963994,1696.8070786122137,13.337390487951991,3.0009128597891985,22.62409438149618,Publico,0.0
216A,3673,492820.64196297794,2134289.5376247726,183.0,-99.06833687959563,19.30240207051393,721.6003951228163,1735.9869483908237,9.62133860163755,2.164801185368449,23.146492645210984,Publico,0.0
2174,2349,493080.8467988516,2134546.7028735187,153.0,-99.06586104545578,19.30472708132281,302.85976061305473,1552.4474438259494,4.038130141507397,0.9085792818391643,20.699299251012658,Publico,0.0
2189,2349,493086.0747414132,2134130.325822551,81.0,-99.06580977767676,19.300964140657367,844.1736158760737,2042.3555552579094,11.255648211680983,2.5325208476282213,27.23140740343879,Publico,0.0
2193,2575,492937.32476472826,2133660.0227590348,67.0,-99.06722390873858,19.296713314456053,1467.508060051713,2566.9265371155548,19.56677413402284,4.402524180155139,34.22568716154073,Publico,0.0
2206,1638,493187.4938478769,2133708.0948691354,31.0,-99.06484292330316,19.29714862185145,1399.8892349229807,2601.4952383123887,18.665189798973074,4.199667704768943,34.68660317749852,Publico,0.0
2371,1682,496532.5539268808,2143733.0241429466,112.0,-99.03302213073655,19.38775592293403,1634.0039259693542,1956.8326033930934,21.786719012924724,4.902011777908063,26.091101378574578,Publico,0.0
2386,3610,496563.0712886836,2143562.1654604287,189.0,-99.03273119092565,19.386211873698247,1663.6950495282504,2108.9959461428703,22.18260066037667,4.991085148584752,28.119945948571605,Publico,0.0
2390,3965,491631.2668037143,2143396.050274238,713.0,-99.07969790321933,19.384696126024284,3896.2785613290403,4883.95650643459,51.950380817720536,11.688835683987122,65.11942008579453,Publico,0.0
2403,293,491560.029069656,2142885.9300814867,629.0,-99.08037405894618,19.38008571800447,3332.8883755745414,4861.136201410873,44.438511674327216,9.998665126723624,64.81514935214497,Publico,0.0
2437,5076,496086.5074270135,2142251.8406759496,208.0,-99.03726699740342,19.374369189509785,2030.192629522017,3108.1292001007105,27.069235060293558,6.090577888566051,41.441722668009476,Publico,0.0
2441,4457,496483.0882295019,2142281.98235516,168.0,-99.03349053541685,19.374642323538747,2308.408025229162,3294.234735189523,30.77877366972216,6.9252240756874865,43.92312980252697,Publico,0.0
2456,4606,489623.8380690321,2142659.445109563,187.0,-99.0988112026295,19.37802982606176,3331.3185176772345,2357.676727152868,44.41758023569646,9.993955553031704,31.435689695371572,Privado,973.6417905243666
2460,4473,489406.8242001436,2142204.0286083845,222.0,-99.10087526948178,19.37391295570649,2678.843295662956,2228.75055630389,35.71791060883941,8.036529886988868,29.716674084051864,Privado,450.09273935906594
2475,68,490267.5423811009,2142151.807057505,7326.0,-99.09267867966255,19.373445372058303,2786.008373124332,3309.517675751123,37.14677830832443,8.358025119372996,44.126902343348306,Publico,0.0
2494,1941,499928.9181466149,2141227.2087870045,88.0,-99.00067685265635,19.36511307553376,789.7354717504733,2364.077492053078,10.52980629000631,2.36920641525142,31.521033227374375,Publico,0.0
2507,2181,499831.6167543818,2141079.783218361,95.0,-99.00160335888498,19.363780736609776,810.3998240127665,2189.559810771827,10.805330986836887,2.4311994720383,29.194130810291025,Publico,0.0
2511,996,486885.73266592046,2141338.702382127,11.0,-99.12487678585548,19.366077852411863,2786.248990680263,563.5636431558421,37.149986542403504,8.35874697204079,7.514181908744561,Privado,2222.6853475244206
2526,1056,487084.65403765946,2141478.614169934,26.0,-99.1229835666837,19.367343567207087,2670.5109448911094,324.39635572096785,35.606812598548125,8.011532834673329,4.325284742946238,Privado,2346.1145891701417
2530,10096,498090.7511400307,2140224.024590668,441.0,-99.01817916466634,19.356046061731035,412.5372467817627,1084.8587622034497,5.500496623756836,1.2376117403452882,14.464783496045996,Publico,0.0
2545,6946,497810.86116119294,2139894.347537728,289.0,-99.02084379540442,19.35306637375499,935.0751283110659,770.809729066804,12.467668377480878,2.805225384933198,10.277463054224054,Privado,164.26539924426186
255A,4901,491340.1308508541,2139669.560654545,215.0,-99.08245353752558,19.35101743131133,734.4102060196565,2025.5455802307367,9.792136080262086,2.2032306180589694,27.00727440307649,Publico,0.0
2564,6800,499555.1429244916,2139969.371715473,371.0,-99.00423570594592,19.35374553592785,860.866966976892,1005.4879731609196,11.47822622635856,2.582600900930676,13.406506308812261,Publico,0.0
2579,4417,499063.1405172849,2139923.877947981,207.0,-99.00892028371332,19.353334224198942,471.01119874082065,1124.9262074158185,6.280149316544275,1.413033596222462,14.99901609887758,Publico,0.0
2600,4667,498496.723776155,2139648.029337436,326.0,-99.0143131887694,19.350840942764723,863.245727766333,338.983148649234,11.509943036884438,2.589737183298999,4.51977531532312,Privado,524.262579117099
2615,7690,499838.47633610014,2139743.396806398,273.0,-99.001537928175,19.351703366833068,969.4025376932727,541.0454578183703,12.925367169243636,2.9082076130798185,7.213939437578271,Privado,428.3570798749024
262A,5432,500300.73159452016,2139631.9906654493,241.0,-98.99713663779184,19.350696535595727,1171.2768420227692,386.62343518328464,15.617024560303589,3.5138305260683076,5.154979135777128,Privado,784.6534068394845
2634,4200,500468.4134667561,2139790.676447297,218.0,-98.9955400458018,19.35213060090714,1090.882299570073,686.50801596717,14.545097327600972,3.272646898710219,9.1534402128956,Privado,404.374283602903
2649,4309,500828.0333535967,2139875.178236675,212.0,-98.99211592264122,19.352894156218884,1347.4117467241788,1123.2215569599784,17.965489956322383,4.042235240172537,14.976287426133046,Privado,224.19018976420034
2653,3427,500993.81284790783,2139384.424719427,341.0,-98.99053771735,19.348458974243908,1933.2793664285532,1168.0257514532173,25.777058219047376,5.79983809928566,15.573676686042896,Privado,765.253614975336
2668,3460,501231.21638047,2139362.300406652,101.0,-98.9882773671144,19.348258897824937,1857.7891120640008,1477.584687205384,24.770521494186678,5.573367336192002,19.701129162738454,Privado,380.2044248586169
2672,1034,490245.40237378754,2138292.002363382,22.0,-99.0928697649404,19.33856295985175,2652.81114371949,2375.0469712727668,35.3708152495932,7.95843343115847,31.66729295030356,Privado,277.764172446723
2687,4656,491270.9556438946,2139237.6691650804,102.0,-99.08311020119912,19.34711398479096,1060.0330609940945,1923.004429995779,14.133774146587927,3.180099182982284,25.640059066610387,Publico,0.0
2691,7217,498134.1121734909,2139044.479016405,330.0,-99.01776514301108,19.345386147461685,1328.8957957490127,411.6421659854523,17.718610609986836,3.9866873872470383,5.488562213139364,Privado,917.2536297635604
2704,5016,500103.89342646,2139247.364229182,231.0,-98.99901081822836,19.347220554498477,1603.6756394002596,219.95340009817969,21.382341858670127,4.8110269182007785,2.9327120013090626,Privado,1383.72223930208
2719,4678,500727.8336139094,2139301.538518532,209.0,-98.99307018823474,19.34771001709772,1807.0204536587107,834.9673678228819,24.09360604878281,5.4210613609761324,11.132898237638425,Privado,972.0530858358288
2723,3252,501627.39135699504,2139122.881193729,73.0,-98.9845055181342,19.34609490226291,1275.2660454882925,2027.1676753742745,17.003547273177233,3.825798136464878,27.02890233832366,Publico,0.0
2738,6698,499082.2101332868,2138984.069152481,493.0,-99.00873826068606,19.344840859065787,1627.4348486950053,1113.5857612393736,21.699131315933403,4.882304546085016,14.847810149858315,Privado,513.8490874556317
2757,5483,498008.73341797217,2138608.5316048567,322.0,-99.0189584208659,19.341446218837465,1228.4003388723863,946.0077931777545,16.37867118496515,3.6852010166171594,12.61343724237006,Privado,282.39254569463185
2776,7954,497431.8849893985,2138530.887638887,434.0,-99.02445036588428,19.340743869111417,655.4629325595334,1289.5440184977724,8.739505767460447,1.9663887976786005,17.193920246636967,Publico,0.0
2780,6872,498816.5512716537,2138820.3497869247,378.0,-99.01126749232196,19.343361131449225,1811.2123996562725,998.084338970464,24.149498662083634,5.4336371989688175,13.307791186272853,Privado,813.1280606858085
2795,4830,500033.70988229,2139007.259655898,301.0,-98.9996790484106,19.3450506489176,1909.2105878848404,537.9534507378947,25.45614117179787,5.7276317636545215,7.172712676505263,Privado,1371.2571371469458
2808,4320,493106.6025902717,2138655.38853285,195.0,-99.0656307087548,19.34185884989393,1126.6879583573375,219.18218638314036,15.022506111431166,3.380063875072013,2.922429151775205,Privado,907.5057719741972
2812,3581,492750.08186610346,2138517.468564062,168.0,-99.069024548183,19.34061116573686,1468.1594477156812,291.6611750525837,19.57545930287575,4.404478343147043,3.8888156673677825,Privado,1176.4982726630974
2831,4795,491703.7056286376,2137865.2325298456,274.0,-99.0789839776633,19.33471263830961,2200.8599811594495,1274.3584656936096,29.34479974879266,6.602579943478349,16.991446209248128,Privado,926.5015154658399
2846,4936,492687.76027979545,2138204.9333269345,167.0,-99.06961669787042,19.33778645108905,1478.7041199285604,585.4196086436066,19.716054932380807,4.436112359785682,7.805594781914754,Privado,893.2845112849539
2850,3639,493191.3742958636,2138093.6084611043,271.0,-99.06482161015506,19.336782137631637,829.2993209531884,664.2734356103539,11.057324279375845,2.487897962859565,8.856979141471385,Privado,165.0258853428345
287A,2859,493885.9161026894,2138002.4495398365,287.0,-99.05820892652427,19.33596053395861,232.0464064517015,335.35280562813136,3.0939520860226866,0.6961392193551046,4.4713707417084185,Publico,0.0
2884,3464,494244.25194646674,2138114.5319763706,139.0,-99.05479774150211,19.336974519694238,550.1939643806388,529.757022968959,7.335919525075184,1.6505818931419165,7.063426972919452,Privado,20.436941411679868
2899,6559,496487.7524413329,2138304.315290962,300.0,-99.03343879238186,19.33869482787835,1151.6310488401439,1556.250280535791,15.355080651201918,3.454893146520432,20.750003740477215,Publico,0.0
2901,7668,496867.5102893442,2138065.4083740874,275.0,-99.02982286862076,19.33653636923788,1165.572677577695,1755.2868919905995,15.540969034369267,3.496718032733085,23.403825226541326,Publico,0.0
2920,5442,500319.74951151,2138813.468907183,282.0,-98.99695569927184,19.343299269446184,2203.967538146468,836.0513812671542,29.386233841952908,6.611902614439405,11.147351750228722,Privado,1367.9161568793138
2935,5663,500627.7987643788,2138992.527607791,253.0,-98.99402273654644,19.344917412541808,2101.741078096046,884.1522397309835,28.023214374613943,6.305223234288138,11.788696529746447,Privado,1217.5888383650622
294A,3012,501057.42010442656,2138762.850917869,338.0,-98.98993244495207,19.342841564378496,1656.1792649494773,1511.363450565,22.082390199326365,4.968537794848432,20.1515126742,Privado,144.81581438447733
2954,1974,501417.23742240114,2138759.8112802263,74.0,-98.98650667482674,19.34281387266227,1215.7540347960457,1918.1072857405125,16.21005379728061,3.6472621043881372,25.5747638098735,Publico,0.0
2969,2472,501764.0738061259,2138781.768707634,44.0,-98.98320447248194,19.3430120351641,839.8545503821805,2320.24482029317,11.198060671762407,2.519563651146542,30.936597603908933,Publico,0.0
2973,3752,500962.33902384486,2138548.3681336567,135.0,-98.99083780731762,19.34090325623532,1718.5208669736703,1594.3666031972134,22.91361155964894,5.155562600921011,21.258221375962844,Privado,124.1542637764569
2988,7510,489759.1867830502,2137597.8319773083,282.0,-99.09749510787934,19.33228708667204,2748.521348462362,2471.5535539195535,36.64695131283149,8.245564045387086,32.954047385594045,Privado,276.9677945428084
3026,2493,493929.8340441205,2137312.611790978,138.0,-99.05778861449122,19.32972635902464,1123.1071556600834,615.329443403706,14.97476207546778,3.3693214669802507,8.20439257871608,Privado,507.7777122563774
3030,5682,494908.5169219051,2137554.0039243903,219.0,-99.0484720974597,19.33191062078915,1620.7165681331364,1199.1332031028367,21.609554241775154,4.8621497043994095,15.988442708037821,Privado,421.5833650302998
3045,6787,495353.2281369199,2137690.62877858,322.0,-99.0442386772042,19.33314642467688,2082.571155887734,1744.9609286217533,27.767615411836456,6.247713467663203,23.26614571495671,Privado,337.61022726598094
305A,6494,495876.9381861134,2137863.513141549,358.0,-99.0392531729744,19.334709983757065,2124.685990512068,2424.5710589290134,28.32914654016091,6.374057971536205,32.327614119053514,Publico,0.0
3064,7629,495843.63949894,2137377.946155625,308.0,-99.039569132646,19.33032167311124,2607.353263378313,2435.066202586147,34.764710178377506,7.822059790134939,32.467549367815295,Privado,172.2870607921659
3079,6741,495527.2844455804,2137163.385264061,488.0,-99.04258037388986,19.328381930726664,2571.3502531955355,2123.7557832943867,34.28467004260714,7.714050759586607,28.316743777258488,Privado,447.59446990114884
3083,5621,498216.9987434719,2138025.1521024616,356.0,-99.01697502663124,19.336174208197164,1846.6342614629393,1725.300763274078,24.621790152839193,5.5399027843888184,23.004010176987705,Privado,121.33349818886131
3100,5076,499148.6680937846,2138302.947745832,282.0,-99.00810521181616,19.33868535594595,2514.598113732577,1795.9414221735765,33.527974849767695,7.5437943411977315,23.94588562898102,Privado,718.6566915590006
3115,5980,500153.15801498113,2138473.363069006,260.0,-98.99854182629652,19.34022563360353,2611.53864867354,1228.1670378493993,34.8205153156472,7.834615946020621,16.375560504658658,Privado,1383.3716108241408
3134,1927,501090.4476406962,2138141.07947634,95.0,-98.98961834943871,19.33722237973353,1571.281617722095,2102.422873548066,20.950421569627935,4.713844853166285,28.03230498064088,Publico,0.0
3149,3862,501339.7740867548,2138441.853637248,153.0,-98.98724441592658,19.339940431277743,1216.9564355254809,2054.208280179142,16.226085807006413,3.6508693065764426,27.389443735721894,Publico,0.0
3153,3560,501770.6147693599,2138489.457543524,170.0,-98.98314246798304,19.340370311260067,668.4898537750357,2488.3501051480707,8.91319805033381,2.0054695613251075,33.17800140197428,Publico,0.0
3204,6595,496066.8857406105,2137238.987970493,250.0,-99.03744351141964,19.329066306820724,2584.589336215128,2759.5713582320127,34.46119114953504,7.753768008645384,36.794284776426835,Publico,0.0
3219,7613,496370.3230229933,2137210.922200756,395.0,-99.03455471522048,19.32881323662582,2432.7461457824866,2957.0986027902745,32.43661527709982,7.29823843734746,39.42798137053699,Publico,0.0
3223,7231,496721.4937781823,2137649.9775819066,299.0,-99.0312123053327,19.33278174074522,1737.462119735555,2310.0973646726975,23.166161596474065,5.212386359206666,30.801298195635965,Publico,0.0
3238,6000,497738.8102795581,2137914.137467184,201.0,-99.02152747832685,19.335170448718856,1542.8325485450516,1882.2814195304024,20.571100647267354,4.628497645635155,25.0970855937387,Publico,0.0
3242,8092,499536.1080966588,2138325.191015464,274.0,-99.00441654626218,19.338886502922325,2613.7221342502335,1594.3102401588567,34.84962845666978,7.841166402750701,21.257469868784757,Privado,1019.4118940913768
3257,4049,498369.0263861534,2137603.023084478,119.0,-99.01552729005525,19.332359406630207,2366.4389481234903,2300.7264654480728,31.552519308313205,7.099316844370471,30.67635287264097,Privado,65.7124826754175
3276,6422,497901.69958401815,2137483.648562184,262.0,-99.01997623056658,19.331280143017832,2133.5809741170087,2412.5412557761397,28.447746321560118,6.400742922351027,32.16721674368186,Publico,0.0
3295,5190,495241.3125231872,2137114.571886787,313.0,-99.04530271215334,19.32794013061283,2296.622905602489,1814.1560822843815,30.62163874136652,6.8898687168074675,24.188747763791753,Privado,482.4668233181076
3327,7178,494076.36886704696,2136556.082598632,220.0,-99.0563912422321,19.322889768589008,1714.7981179732737,1591.1310424650608,22.863974906310318,5.144394353919822,21.21508056620081,Privado,123.66707550821297
3346,6680,499717.45218385727,2137900.282950173,326.0,-99.00268997220986,19.33504649173556,3213.631129273558,2031.3900876781272,42.84841505698078,9.640893387820675,27.085201169041696,Privado,1182.241041595431
3365,2467,501634.5109523973,2138295.7345179734,73.0,-98.98443844052171,19.338619683384334,839.6982964819371,2474.494345545831,11.195977286425828,2.519094889445811,32.99325794061108,Publico,0.0
337A,7522,493358.99746440974,2136285.8235059534,368.0,-99.0632194667478,19.32044509954433,768.8368119384535,1457.1390259664593,10.251157492512712,2.3065104358153605,19.428520346219457,Publico,0.0
3401,7248,496132.50559401687,2136768.363164321,294.0,-99.03681785326472,19.324813226991864,3084.1637831569424,3051.2754403381655,41.122183775425896,9.252491349470828,40.683672537842206,Privado,32.88834281877689
3420,4302,501733.7562474752,2137701.393613448,55.0,-98.98349410343884,19.33324833038864,1133.2018532811844,3082.8696623100614,15.109358043749125,3.3996055598435535,41.104928830800816,Publico,0.0
3488,4965,491258.9388350168,2134731.9905086025,226.0,-99.0832039968684,19.30639451456249,1923.9384951599418,224.76558521538948,25.652513268799225,5.771815485479825,2.9968744695385263,Privado,1699.1729099445524
3492,5625,491157.9038546413,2134365.216698369,201.0,-99.08416402765148,19.303079400557337,2410.249182838225,638.3274470790642,32.13665577117633,7.2307475485146755,8.511032627720857,Privado,1771.9217357591606
3505,5709,491795.5550847532,2134191.9435685943,157.0,-99.07809376707132,19.301516162716226,1837.6740982327988,1214.472074842175,24.50232130977065,5.513022294698397,16.192960997895668,Privado,623.2020233906237
351A,5705,492113.1783305875,2133824.0627143304,302.0,-99.07506896518628,19.29819275053809,1768.2929525258332,1845.3403043347287,23.57723936701111,5.3048788575775,24.604537391129714,Publico,0.0
3539,4545,491996.8926273309,2133478.7474132623,142.0,-99.07617436013923,19.295071544307067,2201.6028700798706,2109.6790974087867,29.354704934398274,6.604808610239612,28.129054632117157,Privado,91.92377267108395
3558,1463,495334.6822310454,2143850.1631915257,75.0,-99.04443031502387,19.38881211483912,342.9470786985642,834.4770706168971,4.572627715980857,1.0288412360956927,11.126360941558628,Publico,0.0
3562,1809,495674.5748808548,2143645.1519743223,59.0,-99.04119287029644,19.38696012856506,513.0087832946676,1234.6452050626285,6.8401171105955685,1.539026349884003,16.461936067501714,Publico,0.0
3577,2169,495848.0137774505,2143493.4299364984,128.0,-99.03954080693472,19.385589337028527,744.6474570976551,1518.5145627621694,9.928632761302067,2.2339423712929656,20.246860836828926,Publico,0.0
3581,3942,495258.65553799353,2143442.3778415704,54.0,-99.04515334176358,19.38512665709135,196.35935321557434,1353.4828674390242,2.618124709540991,0.5890780596467231,18.046438232520323,Publico,0.0
3596,4594,495415.5206747877,2143188.5780773554,72.0,-99.0436588538866,19.38283335581464,550.949364281702,1700.4801592783642,7.345991523756026,1.652848092845106,22.67306879037819,Publico,0.0
3613,1441,495772.0048812358,2144018.151925587,89.0,-99.04026583171816,19.39033124919956,843.1655041754035,930.7981606285495,11.242206722338713,2.5294965125262108,12.410642141713993,Publico,0.0
3628,1158,495958.8794048379,2144074.5563579355,5.0,-99.038486229302,19.39084137827443,1079.4269783074733,1089.0816651228781,14.39235971076631,3.23828093492242,14.521088868305041,Publico,0.0
3632,6682,487968.61922422,2142694.736772231,120.0,-99.11457389533682,19.37833952492622,3323.5287532835473,283.47099809710215,44.313716710447295,9.970586259850643,3.779613307961362,Privado,3040.0577551864453
3647,2443,487915.3430477768,2142163.5377312223,81.0,-99.11507786867166,19.37353860093068,2699.3852275581958,907.3378442875447,35.991803034109275,8.098155682674587,12.09783792383393,Privado,1792.0473832706512
3651,2692,491569.94764003466,2141226.6145115835,158.0,-99.0802722606819,19.3650900099319,1533.2857292385836,3317.546734595606,20.443809723181115,4.5998571877157515,44.233956461274744,Publico,0.0
3666,1770,491950.067985717,2141027.3929438866,21.0,-99.07665185701212,19.363291140881344,1173.1980524571197,2881.672289782954,15.642640699428263,3.519594157371359,38.422297197106055,Publico,0.0
3670,4143,492396.72028949,2140704.7329506627,80.0,-99.07239752686468,19.360376899206333,478.0611547263458,2320.729221078758,6.374148729684611,1.4341834641790376,30.943056281050108,Publico,0.0
369A,2858,500027.1716255474,2141762.044224136,84.0,-98.99974125985486,19.36994655789242,193.3094445114866,3050.6848598917686,2.5774592601531547,0.5799283335344598,40.67579813189025,Publico,0.0
3702,2668,500068.84478548495,2141465.0522527564,71.0,-98.99934444046534,19.36726254445716,535.5197525122855,2663.518884046059,7.140263366830474,1.6065592575368568,35.513585120614124,Publico,0.0
3717,2261,500234.9086195301,2141428.212257072,88.0,-98.99776313817364,19.36692959689164,585.6996856754386,2621.6304058151363,7.80932914233918,1.7570990570263159,34.95507207753515,Publico,0.0
3721,4549,493426.8000556293,2140849.9081369955,94.0,-99.06258973491413,19.36169252992723,925.6939310213422,2635.1459649803655,12.34258574695123,2.777081793064027,35.13527953307154,Publico,0.0
3740,4482,489561.09098426095,2140024.92507716,259.0,-99.09939430440537,19.35422052108371,1114.6663968461771,1705.6235936561716,14.862218624615695,3.3439991905385313,22.741647915415623,Publico,0.0
3755,3456,489956.7011580152,2139609.8633714397,45.0,-99.0956253116106,19.350471489365678,1607.01239001489,1858.7705885436828,21.4268318668652,4.82103717004467,24.783607847249105,Publico,0.0
376A,1613,490532.7085617388,2140376.6077988828,116.0,-99.09014478108836,19.35740360528411,743.6090717220817,2983.5320755714215,9.91478762296109,2.2308272151662454,39.78042767428562,Publico,0.0
3774,3474,490754.3976492136,2140040.2132083992,133.0,-99.08803229318548,19.354364530573317,430.9684726814196,2924.464512251885,5.746246302418928,1.292905418044259,38.992860163358465,Publico,0.0
3789,3719,489376.2832537298,2139574.7491939277,59.0,-99.101151445713,19.350151166468056,1215.8409837178474,1155.5877512798966,16.211213116237964,3.6475229511535425,15.407836683731954,Privado,60.25323243795083
3793,4417,489593.4612377114,2139638.0241526943,198.0,-99.09908397954771,19.350724139367983,1374.616990470148,1441.8377962275792,18.328226539601975,4.1238509714104445,19.224503949701056,Publico,0.0
3806,2080,488956.445060575,2138778.822154624,135.0,-99.10514423321496,19.34295584802252,1941.537949028876,624.0279833299066,25.88717265371835,5.824613847086629,8.320373111065422,Privado,1317.5099656989694
3810,5245,488916.9474223288,2138627.981844913,81.0,-99.10551940854972,19.341592436421305,2129.3639950067904,746.2154125183301,28.391519933423872,6.388091985020372,9.949538833577735,Privado,1383.1485824884603
3825,3400,489333.7113046476,2138477.287883536,130.0,-99.10155064997808,19.34023281857118,2439.484397406312,1250.1641091736024,32.52645863208416,7.318453192218937,16.668854788981363,Privado,1189.3202882327096
383A,3575,493012.4270908416,2139008.637466545,187.0,-99.0665286286078,19.345050956229,1517.6565734989904,385.5407796143071,20.23542097998654,4.5529697204969715,5.140543728190761,Privado,1132.1157938846832
3844,1550,493301.70548870007,2138859.1440751352,23.0,-99.06377388769788,19.343700918125958,1124.5347182042292,583.9884599859741,14.993796242723056,3.373604154612688,7.786512799812988,Privado,540.546258218255
3859,2090,494901.4712826512,2138011.4829437626,115.0,-99.0485403951456,19.33604500291654,1414.9224838434727,1193.04940261334,18.86563311791297,4.244767451530419,15.907325368177865,Privado,221.8730812301328
3863,4153,495146.46585717023,2138421.9722145437,326.0,-99.04620897566048,19.339755344572925,1749.2205275341032,1693.5066962715919,23.322940367121376,5.24766158260231,22.580089283621223,Privado,55.71383126251135
3897,3937,492324.23703235865,2135720.464452468,265.0,-99.07306766167191,19.31533206301486,1013.8215391819962,276.81227492396584,13.517620522426615,3.0414646175459885,3.6908303323195444,Privado,737.0092642580303
390A,4006,491970.8678183655,2135647.1020886293,254.0,-99.07643116839051,19.314667682223096,1085.4183375514592,638.8612744169034,14.472244500686124,3.256255012654378,8.518150325558711,Privado,446.55706313455585
3914,5355,491754.3498968562,2135281.4690955887,81.0,-99.0784906742638,19.311362446667143,1313.6323306359645,298.9381343830158,17.51509774181286,3.940896991907894,3.985841791773544,Privado,1014.6941962529488
3967,3638,490509.4483770829,2139731.713748928,63.0,-99.0903630480465,19.351575377816527,911.0789349979232,2589.7482269947286,12.147719133305642,2.7332368049937696,34.52997635992971,Publico,0.0
3971,4809,491072.4829522978,2139680.334015657,67.0,-99.0850019518908,19.35111362250256,625.9674573550483,2345.266233926571,8.346232764733976,1.8779023720651449,31.270216452354283,Publico,0.0
3986,2232,491435.3023925085,2138312.191233886,10.0,-99.08154128511094,19.3387508335838,1971.5894005150224,1866.396793446486,26.28785867353363,5.914768201545067,24.88529057928648,Privado,105.19260706853629
3990,3618,491290.9793864988,2138243.8322640075,102.0,-99.08291501756996,19.33813243021046,2119.1546473479143,1960.6579818525538,28.25539529797219,6.3574639420437435,26.142106424700717,Privado,158.4966654953605
401A,2883,489273.22292211937,2137980.737293107,48.0,-99.1021237514108,19.33574500070647,3039.1878415472715,1706.13682354607,40.52250455396362,9.117563524641815,22.748490980614267,Privado,1333.0510180012016
4024,8391,489700.14281634137,2138235.546092124,187.0,-99.09806066093547,19.338050026446176,2910.5185854139622,1816.8287026898224,38.806914472186165,8.731555756241887,24.224382702530967,Privado,1093.6898827241398
4039,5385,494323.3633695442,2137842.258721292,146.0,-99.05404374993007,19.33451411537881,775.8344052694168,410.86559176064395,10.344458736925558,2.3275032158082505,5.47820789014192,Privado,364.9688135087729
